;;;;Insgesamt;Innere Medizin;Geriatrie;Kardiologie;Nephrologie;Hämatologie und internistische Onkologie;Endokrinologie;Gastroenterologie;Pneumologie;Rheumatologie;Pädiatrie;Kinderkardiologie;Neonatologie;Kinderchirurgie;Lungen- und Bronchialheilkunde;Allgemeine Chirurgie;Unfallchirurgie;Neurochirurgie;Gefäßchirurgie;Plastische Chirurgie;Thoraxchirurgie;Herzchirurgie;Urologie;Orthopädie;Frauenheilkunde und Geburtshilfe;Geburtshilfe;Hals-, Nasen-, Ohrenheilkunde;Augenheilkunde;Neurologie;Allgemeine Psychiatrie;Kinder- und Jugendpsychiatrie;Psychosomatik/Psychotherapie;Nuklearmedizin;Strahlenheilkunde;Dermatologie;Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie;Intensivmedizin;Sonstige Fachabteilung;Prävention;Entwöhnungsbehandlungen;Med. berufliche Rehabilitation;Neurologie Phase C;Rehabilitation psychisch Kranker (RPK);Nachsorge;Keine Zuordnung zu spezifischem Fachgebiet;Nicht vergebener Fachabteilungsschlüssel
;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl,0,0,0.0
31.12.2021;05358;    Düren, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05362;    Rhein-Erft-Kreis;2;372;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;267;-;-;-;-;-;-,0,0,0.0
31.12.2021;05366;    Euskirchen, Kreis;2;82;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-,0,0.0
31.12.2021;05370;    Heinsberg, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05374;    Oberbergischer Kreis;4;785;-;-;-;-;61;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;406;-;-;-;-;245;-;-;-;-;-;-;-;-;14;-;34;-;-;-;-;-;-,0,0,0.0
31.12.2021;05378;    Rheinisch-Bergischer Kreis;7;569;-;71;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;15;-;-;15;-;-;-;-;66;-;-;80;-;-;-,0,0,0.0
31.12.2021;05382;    Rhein-Sieg-Kreis;4;201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;111;-;-;-;-;-;-,0,0,0.0
31.12.2021;055;  Münster, Regierungsbezirk;12;994;-;180;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;302;-;-;-;-;105;-;-;96;-;-;-;-;-;-;-;110;-;-;101;-;-;-,0,0.0
31.12.2021;05512;    Bottrop, krfr. Stadt;1;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05513;    Gelsenkirchen, krfr. Stadt;1;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05515;    Münster, krfr. Stadt;2;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-,0,0.0
31.12.2021;05554;    Borken, Kreis;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-,0,0.0
31.12.2021;05558;    Coesfeld, Kreis;1;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-,0,0.0
31.12.2021;05562;    Recklinghausen, Kreis;1;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-,0,0.0
31.12.2021;05566;    Steinfurt, Kreis;3;332;-;104;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;32;-;-;-,0,0.0
31.12.2021;05570;    Warendorf, Kreis;2;331;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;057;  Detmold, Regierungsbezirk;43;8464;501;244;616;-;621;-;77;236;15;27;-;-;-;184;-;65;-;-;-;-;-;-;2719;-;-;87;-;1224;166;-;1397;-;-;-;-;-;148;-;50;40;-;47;-;-;-,0,0.0
31.12.2021;05711;    Bielefeld, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05754;    Gütersloh, Kreis;2;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05758;    Herford, Kreis;4;681;-;20;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;361;-;-;-;-;-;-;-;181;-;-;-;-;-;82;-;-;-;-;22;-;-;-,0,0.0
31.12.2021;05762;    Höxter, Kreis;9;1812;161;64;291;-;60;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;503;-;-;-;-;394;-;-;172;-;-;-;-;-;-;-;50;40;-;-;-;-;-,0,0.0
31.12.2021;05766;    Lippe, Kreis;8;1956;115;70;-;-;113;-;-;180;-;-;-;-;-;-;-;65;-;-;-;-;-;-;648;-;-;60;-;165;-;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05770;    Minden-Lübbecke, Kreis;12;2759;150;90;265;-;271;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;1055;-;-;27;-;475;-;-;374;-;-;-;-;-;-;-;-;-;-;25;-;-;-,0,0.0
31.12.2021;05774;    Paderborn, Kreis;8;1090;75;-;60;-;177;-;-;56;-;-;-;-;-;184;-;-;-;-;-;-;-;-;152;-;-;-;-;190;-;-;130;-;-;-;-;-;66;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;059;  Arnsberg, Regierungsbezirk;38;5261;146;170;271;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;1661;-;-;58;-;1063;229;-;693;-;-;-;-;-;-;170;502;-;-;113;-;110;-,0,0.0
31.12.2021;05911;    Bochum, krfr. Stadt;3;160;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;20;-;-;-,0,0.0
31.12.2021;05913;    Dortmund, krfr. Stadt;4;276;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;130;30;-;-;-;-;-;-;-;-;-;24;-;-;27;-;-;-,0,0.0
31.12.2021;05914;    Hagen, krfr. Stadt;2;308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-,0,0.0
31.12.2021;05915;    Hamm, krfr. Stadt;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-,0,0.0
31.12.2021;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05954;    Ennepe-Ruhr-Kreis;2;463;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0,0.0
31.12.2021;05958;    Hochsauerlandkreis;5;733;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;256;-;-;-;-;-;-;-;402;-;-;-;-;-;-,0,0,0.0
31.12.2021;05962;    Märkischer Kreis;2;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;170;-;-;-;-;-;-;-,0,0,0.0
31.12.2021;05966;    Olpe, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2021;05970;    Siegen-Wittgenstein, Kreis;4;754;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;58;-;391;-;-;141;-;-;-;-;-;-;-;-;-;-;25;-;-;-,0,0.0
31.12.2021;05974;    Soest, Kreis;14;2309;70;70;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1466;-;-;-;-;-;176;-;251;-;-;-;-;-;-;-;-;-;-;21;-;110;-,0,0.0
31.12.2021;05978;    Unna, Kreis;1;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05;Nordrhein-Westfalen;134;19965;674;996;1297;-;1150;-;75;206;187;75;-;-;-;253;-;65;-;-;-;-;-;-;5431;-;-;145;-;3579;443;-;2798;-;-;-;-;-;407;210;1438;55;-;371;-;110;-,0,0,0.0
31.12.2020;051;  Düsseldorf, Regierungsbezirk;14;2151;-;211;250;-;302;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;489;48;-;280;-;-;-;-;-;-;-;294;-;-;-;-;-;-,0,0.0
31.12.2020;05111;    Düsseldorf, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05112;    Duisburg, krfr. Stadt;2;173;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05113;    Essen, krfr. Stadt;2;520;-;45;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-,0,0.0
31.12.2020;05114;    Krefeld, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05116;    Mönchengladbach, krfr. Stadt;1;180;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05117;    Mülheim an der Ruhr, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05119;    Oberhausen, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05120;    Remscheid, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05122;    Solingen, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05124;    Wuppertal, krfr. Stadt;3;367;-;41;-;-;206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05154;    Kleve, Kreis;1;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05158;    Mettmann, Kreis;2;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-,0,0.0
31.12.2020;05162;    Rhein-Kreis Neuss;3;634;-;-;-;-;96;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;269;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-,0,0,0.0
31.12.2020;05166;    Viersen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05170;    Wesel, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;053;  Köln, Regierungsbezirk;27;3125;15;221;240;-;61;-;-;25;172;-;-;-;-;-;-;-;-;-;-;-;-;-;578;-;-;-;-;677;-;-;303;-;-;-;-;-;186;40;482;15;-;110;-;-;-,0,0.0
31.12.2020;05313;    Aachen, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05314;    Bonn, krfr. Stadt;2;450;15;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05315;    Köln, krfr. Stadt;3;190;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-,0,0.0
31.12.2020;05316;    Leverkusen, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05334;    Städteregion Aachen (einschl. Stadt Aachen);3;422;-;-;-;-;-;-;-;-;172;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;172;-;-;-;-;-;-;-;-,0,0,0.0
31.12.2020;05354;    Aachen, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05358;    Düren, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05362;    Rhein-Erft-Kreis;2;376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;271;-;-;-;-;-;-,0,0,0.0
31.12.2020;05366;    Euskirchen, Kreis;2;102;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-,0,0.0
31.12.2020;05370;    Heinsberg, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05374;    Oberbergischer Kreis;4;785;-;-;-;-;61;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;406;-;-;-;-;245;-;-;-;-;-;-;-;-;14;-;34;-;-;-;-;-;-,0,0,0.0
31.12.2020;05378;    Rheinisch-Bergischer Kreis;7;599;-;71;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;66;-;-;110;-;-;-,0,0,0.0
31.12.2020;05382;    Rhein-Sieg-Kreis;4;201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;111;-;-;-;-;-;-,0,0,0.0
31.12.2020;055;  Münster, Regierungsbezirk;12;994;-;180;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;302;-;-;-;-;105;-;-;96;-;-;-;-;-;-;-;110;-;-;101;-;-;-,0,0.0
31.12.2020;05512;    Bottrop, krfr. Stadt;1;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05513;    Gelsenkirchen, krfr. Stadt;1;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05515;    Münster, krfr. Stadt;2;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-,0,0.0
31.12.2020;05554;    Borken, Kreis;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-,0,0.0
31.12.2020;05558;    Coesfeld, Kreis;1;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-,0,0.0
31.12.2020;05562;    Recklinghausen, Kreis;1;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-,0,0.0
31.12.2020;05566;    Steinfurt, Kreis;3;332;-;104;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;32;-;-;-,0,0.0
31.12.2020;05570;    Warendorf, Kreis;2;331;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;057;  Detmold, Regierungsbezirk;43;8399;581;214;536;-;687;-;75;181;15;18;-;-;-;178;-;65;-;-;-;-;-;-;2677;-;-;87;-;1245;166;-;1387;-;-;-;-;-;150;-;50;40;-;47;-;-;-,0,0.0
31.12.2020;05711;    Bielefeld, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05754;    Gütersloh, Kreis;2;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05758;    Herford, Kreis;4;681;-;20;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;361;-;-;-;-;-;-;-;181;-;-;-;-;-;82;-;-;-;-;22;-;-;-,0,0.0
31.12.2020;05762;    Höxter, Kreis;9;1804;241;64;213;-;60;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;515;-;-;-;-;380;-;-;166;-;-;-;-;-;-;-;50;40;-;-;-;-;-,0,0.0
31.12.2020;05766;    Lippe, Kreis;8;1933;115;40;-;-;193;-;-;125;-;-;-;-;-;-;-;65;-;-;-;-;-;-;595;-;-;60;-;200;-;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05770;    Minden-Lübbecke, Kreis;12;2738;150;90;265;-;259;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;1055;-;-;27;-;475;-;-;374;-;-;-;-;-;-;-;-;-;-;25;-;-;-,0,0.0
31.12.2020;05774;    Paderborn, Kreis;8;1077;75;-;58;-;175;-;-;56;-;-;-;-;-;178;-;-;-;-;-;-;-;-;151;-;-;-;-;190;-;-;126;-;-;-;-;-;68;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;059;  Arnsberg, Regierungsbezirk;38;5296;78;170;271;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;1654;-;-;58;-;1063;229;-;732;-;-;-;-;-;71;170;502;-;-;113;-;110;-,0,0.0
31.12.2020;05911;    Bochum, krfr. Stadt;3;160;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;20;-;-;-,0,0.0
31.12.2020;05913;    Dortmund, krfr. Stadt;4;276;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;130;30;-;-;-;-;-;-;-;-;-;24;-;-;27;-;-;-,0,0.0
31.12.2020;05914;    Hagen, krfr. Stadt;2;308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-,0,0.0
31.12.2020;05915;    Hamm, krfr. Stadt;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-,0,0.0
31.12.2020;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05954;    Ennepe-Ruhr-Kreis;2;459;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0,0.0
31.12.2020;05958;    Hochsauerlandkreis;5;753;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;276;-;-;-;-;-;-;-;402;-;-;-;-;-;-,0,0,0.0
31.12.2020;05962;    Märkischer Kreis;2;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;170;-;-;-;-;-;-;-,0,0,0.0
31.12.2020;05966;    Olpe, Kreis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2020;05970;    Siegen-Wittgenstein, Kreis;4;754;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;58;-;391;-;-;141;-;-;-;-;-;71;-;-;-;-;25;-;-;-,0,0.0
31.12.2020;05974;    Soest, Kreis;14;2328;73;70;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1463;-;-;-;-;-;176;-;270;-;-;-;-;-;-;-;-;-;-;21;-;110;-,0,0.0
31.12.2020;05978;    Unna, Kreis;1;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2019;05;Nordrhein-Westfalen;135;20272;1143;1060;1259;-;1019;-;75;166;15;87;-;-;-;239;-;65;-;-;-;-;-;-;5791;-;-;87;-;3556;437;20;2684;-;-;58;-;-;326;272;1347;84;30;342;-;110;-,0,0,0.0
31.12.2019;051;  Düsseldorf, Regierungsbezirk;14;2195;206;283;250;-;95;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;251;-;-;-;-;429;65;-;280;-;-;-;-;-;48;62;167;-;-;-;-;-;-,0,0.0
31.12.2019;05111;    Düsseldorf, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2019;05112;    Duisburg, krfr. Stadt;2;179;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-,0,0.0
31.12.2019;05113;    Essen, krfr. Stadt;2;525;-;50;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;220;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2019;05114;    Krefeld, krfr. Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
31.12.2019;05116;    Mönchengladbach, krfr. Stadt;1;180;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,0,0.0
